,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,date_millesime
109784,France,"Ripe, sweet-fruited wine, its red berry fruits and opulent tannins giving a rounded feel. There is, as well, a good structure composed of acidity, licorice and wood. It needs 2–3 years still to really develop all its depth of flavor.",Santenots,91,74.0,Burgundy,Volnay,,Roger Voss,@vossroger,Pierre André 2013 Santenots  (Volnay),Pinot Noir,Pierre André,2013
109787,France,"Rich, creamy wood-aged wine that shows pear, apple and toast flavors ane even a hint of honey. Smooth and textured, it has fine final spice and acidity to add further interest.",Eléve en Fûts de Chêne,91,43.0,Burgundy,Pouilly-Fuissé,,Roger Voss,@vossroger,Domaine du Chalet Pouilly 2015 Eléve en Fûts de Chêne  (Pouilly-Fuissé),Chardonnay,Domaine du Chalet Pouilly,2015
109792,France,"A beautifully ripe and rounded wood-aged wine. It brings out all the opulence of Meursault while keeping a tight, textured element as counterpoint. The wood flavors are beginning to blend into the lychee and peach flavors, promising an even richer experience in a few months.",Clos des Tessons,91,50.0,Burgundy,Meursault,,Roger Voss,@vossroger,Vincent Sauvestre 2015 Clos des Tessons  (Meursault),Chardonnay,Vincent Sauvestre,2015
109801,France,"Smoothly toasty wine, the wood element broadening the light apple fruit without overwhelming it. This attractive, basic Chablis has a fine, taut layer of acidity, grapefruit and apple juice crispness.",,87,31.0,Burgundy,Chablis,,Roger Voss,@vossroger,Domaine Christian Moreau Père et Fils 2014  Chablis,Chardonnay,Domaine Christian Moreau Père et Fils,2014
109860,France,"A rich and rounded single-vineyard Chardonnay. It has weight and a smoky character to go with the peach, kiwi and lime juice flavors. The acidity is light, but does give a line of freshness.",La Carte,86,20.0,Burgundy,Mâcon-Lugny,,Roger Voss,@vossroger,Cave de Lugny 2015 La Carte  (Mâcon-Lugny),Chardonnay,Cave de Lugny,2015
110029,France,"This offers a tight texture, toast and spice flavors, and intense juicy acidity. With a firm structure and concentration, it has potential for long-term aging. The yellow fruits are beginning to open up while the more citric character is already giving the wine great freshness. Drink from 2022.",Les Embazées Premier Cru,93,63.0,Burgundy,Chassagne-Montrachet,,Roger Voss,@vossroger,Chartron et Trébuchet 2019 Les Embazées Premier Cru  (Chassagne-Montrachet),Chardonnay,Chartron et Trébuchet,2019
110077,France,"This wine has a bitter edge to it, although attractive fruit lies underneath. It is juicy, packed with red fruits and acidity, although that surface bitterness is off-putting.",Léon,84,15.0,Burgundy,Coteaux Bourguignons,,Roger Voss,@vossroger,Jean-Luc and Paul Aegerter 2020 Léon  (Coteaux Bourguignons),Pinot Noir-Gamay,Jean-Luc and Paul Aegerter,2020
110087,France,"Red fruits dominate this wine with its soft tannins and wild strawberry flavors. It is young, although with its gentle texture it is ready to drink now. The wine comes from the northern part of the Mâcon region.",,84,12.0,Burgundy,Bourgogne,,Roger Voss,@vossroger,Vignerons de Mancey 2020  Bourgogne,Pinot Noir,Vignerons de Mancey,2020
110088,France,"The Hautes Côtes need a good vintage to shine. The 2017 was not one of those vintages and this lean wine shows its structure more than its fruit. It gives a dry, tannic character that is unlikely to soften greatly. It could be worth waiting and drinking from 2021.",Belle Canaille,84,19.0,Burgundy,Bourgogne Hautes Côtes de Nuits,,Roger Voss,@vossroger,Jean-Luc and Paul Aegerter 2019 Belle Canaille  (Bourgogne Hautes Côtes de Nuits),Pinot Noir,Jean-Luc and Paul Aegerter,2019
110339,France,"Old vines in a walled vineyard are responsible for this ripely structured wine. It has dense tannins and equally concentrated black fruit and acidity, needing more time to develop and yield its full fruitiness. Drink from 2022.",Clos du Chapitre Monopole Premier Cru,90,42.0,Burgundy,Fixin,,Roger Voss,@vossroger,Domaine Guy & Yan Dufouleur 2019 Clos du Chapitre Monopole Premier Cru  (Fixin),Pinot Noir,Domaine Guy & Yan Dufouleur,2019
110526,France,"Bringing together old vines from a number of the Chablisienne cooperative's vineyards, this wine is concentrated and finely structured. Its rich creamed apple and tangy orange zest flavors are lit by acidity and a mineral edge. Drink from 2022.",Les Vénérables,90,27.0,Burgundy,Chablis,,Roger Voss,@vossroger,La Chablisienne 2020 Les Vénérables  (Chablis),Chardonnay,La Chablisienne,2020
110527,France,"From the village at the southern end of the Côte de Beaune, this wine is warm and ripe, with great berry flavors and a good sense of structure from tannins and wood aging. It's packed with fruit and likely to age well. Drink from 2021.",Clos Rousseau Premier Cru,90,30.0,Burgundy,Santenay,,Roger Voss,@vossroger,Labouré-Roi 2021 Clos Rousseau Premier Cru  (Santenay),Pinot Noir,Labouré-Roi,2021
110625,France,"Rounded and soft, very approachable. It has attractive raspberry fruit and lively acidity, while the structure evolves slowly to show the dry edge of tannins and smoky aftertaste. For drinking now and over 4–5 years.",Clos Genet,88,40.0,Burgundy,Santenay,,Roger Voss,@vossroger,Domaine Jessiaume 2014 Clos Genet  (Santenay),Pinot Noir,Domaine Jessiaume,2014
110630,France,"While there are plenty of firm tannins and weight here, the wine does feel somewhat hollow. The red fruits are there, showing slowly against the tannins. It has fine final acidity, but not the power and concentration you should expect.",,88,89.0,Burgundy,Clos de Vougeot,,Roger Voss,@vossroger,Manuel Olivier 2014  Clos de Vougeot,Pinot Noir,Manuel Olivier,2014
110690,France,"Strongly wood-aged, this is a ripe, toasty wine. The citrus and creamed apple fruits are still working their way through the wood flavors. It's going to be richly fruity wine with a round texture that is cut by acidity. Give it time and drink from 2022.",Clos des Guettes Premier Cru,90,44.0,Burgundy,Savigny-lès-Beaune,,Roger Voss,@vossroger,Louis Jadot 2018 Clos des Guettes Premier Cru  (Savigny-lès-Beaune),Chardonnay,Louis Jadot,2018
110692,France,"The wine is structured and concentrated, showing a strong sense of minerality. Citrus and ripe apple fruits are complemented by richer apricot, always cut through with acidity and a tense texture. It needs to age, drink from 2020.",,90,53.0,Burgundy,Chassagne-Montrachet,,Roger Voss,@vossroger,Olivier Leflaive 2018  Chassagne-Montrachet,Chardonnay,Olivier Leflaive,2018
110879,France,"This is a rich style of Burgundy, broad and full of yellow fruits. These are cut by acidity, a lime-zest character that pushes the fruitiness right forward. Drink now.",,87,16.0,Burgundy,Bourgogne,,Roger Voss,@vossroger,Florent Descombe 2021  Bourgogne,Chardonnay,Florent Descombe,2021
111044,France,"With its distinctive herbaceous edge, the wine has a grapefruit-and-citrus character that offers a bright acidity. It has density and richness, fruity and forward.",Domaine Sainte Claire,87,21.0,Burgundy,Saint-Bris,,Roger Voss,@vossroger,Jean-Marc Brocard 2016 Domaine Sainte Claire  (Saint-Bris),Sauvignon Blanc,Jean-Marc Brocard,2016
111241,France,"Juicy red fruits are the veneer on a wine that is structured and complex, full of tight tannins, intense acidity and the promise of a long-term future. The dry center of the wine holds the exuberant fruit flavors together, while the aftertaste is all freshness.",Corton les Renardes Grand Cru,93,136.0,Burgundy,Corton,,Roger Voss,@vossroger,Pierre André 2013 Corton les Renardes Grand Cru  (Corton),Pinot Noir,Pierre André,2013
111247,France,"A beautifully ripe wine, with the new wood just a hint in the background. The wine has rich red plums and black cherries, laced with the most intense acidity. It is a dense, firmly concentrated wine with a long ahead.",Les Damodes Premier Cru,93,84.0,Burgundy,Nuits-St.-Georges,,Roger Voss,@vossroger,Domaine Faiveley 2015 Les Damodes Premier Cru  (Nuits-St.-Georges),Pinot Noir,Domaine Faiveley,2015
111272,France,"The wine comes from the only appellation in Burgundy to grow Sauvignon Blanc, located not far from Chablis. This is classic herbal Sauvignon that is light and fruity with tangerine and citrus flavors and a tropical fruit hint. Drink now.",,86,16.0,Burgundy,Saint-Bris,,Roger Voss,@vossroger,Domaine Gueguen 2021  Saint-Bris,Sauvignon Blanc,Domaine Gueguen,2021
111295,France,"This is a light and fruity wine with red-currant fruit and a crisp texture. Coteaux Bourguignons is one of the Burgundy regional appellations that offers, as here, bright fruity wines that are ready to drink young.",,85,13.0,Burgundy,Coteaux Bourguignons,,Roger Voss,@vossroger,Domaine Fribourg 2021  Coteaux Bourguignons,Pinot Noir,Domaine Fribourg,2021
111303,France,"While this shows the ripeness of the vintage, it remains very minerally in style, with a lemony crispness to match with its white fruit flavor, tight texture and taut finish.",,89,39.0,Burgundy,Pouilly-Fuissé,,Roger Voss,@vossroger,Henri de Villamont 2015  Pouilly-Fuissé,Chardonnay,Henri de Villamont,2015
111309,France,"This is finely structured, with its ripe tannins forming a solid base for the dense red fruit and spicy wood flavors. It's soli and chunky, showing its youth through the rich texture. Age for 3–4 years.",Les Charbonnières,89,50.0,Burgundy,Nuits-St.-Georges,,Roger Voss,@vossroger,Jean-Claude Boisset 2015 Les Charbonnières  (Nuits-St.-Georges),Pinot Noir,Jean-Claude Boisset,2015
111312,France,"Firm from the start, the wine then shows both ripe red-berry fruit and a dense structure. There's an herbal edge that will soften in the next 2–3 years, bringing out the richness of Chambolle.",,89,65.0,Burgundy,Chambolle-Musigny,,Roger Voss,@vossroger,Louis Latour 2016  Chambolle-Musigny,Pinot Noir,Louis Latour,2016
111313,France,"Soft and rounded, this has an open, fragrant character. It has ripe flavors of strawberries and red plums, with a touch of wood and delicious, fresh acidity. Only on the finish does the structured side show through.",Ile de Vergelesses Premier Cru,89,37.0,Burgundy,Pernand-Vergelesses,,Roger Voss,@vossroger,Louis Latour 2016 Ile de Vergelesses Premier Cru  (Pernand-Vergelesses),Pinot Noir,Louis Latour,2016
111338,France,"This is a ripe and smoothly textured wine. It is already finely balanced, rich with toast, apricot fruits and a tight, mineral character. It is enjoyable now but will age well until 2022.",Quintessence,91,39.0,Burgundy,Pouilly-Fuissé,,Roger Voss,@vossroger,Domaine Sangouard-Guyot 2018 Quintessence  (Pouilly-Fuissé),Chardonnay,Domaine Sangouard-Guyot,2018
111342,France,"An intense and fresh wine that is packed with acidity as well as powerful red fruits. It is breathtakingly fruity at this stage, the structure still developing and giving a delicious perfumed berry character. Drink from 2019.",Château de Bligny Premier Cru,91,55.0,Burgundy,Gevrey-Chambertin,,Roger Voss,@vossroger,Evening Land 2017 Château de Bligny Premier Cru  (Gevrey-Chambertin),Pinot Noir,Evening Land,2017
111601,France,"One of the classic wines from Drouhin, this concentrated and ripe wine has rich tannins, certainly laced with wood. Plum and red-fruit flavors are a delicious presence to go with the firm, solid structure. Age for 3–4 years.",,90,40.0,Burgundy,Côte de Beaune,,Roger Voss,@vossroger,Joseph Drouhin 2015  Côte de Beaune,Pinot Noir,Joseph Drouhin,2015
111605,France,"From its situation on the plain outside Beaune, Chorey is often overlooked. A wine like this, ripe and smooth, full of red fruit, offers a deliciously juicy drink and represents a great value in red Burgundy. Drink now, or keep for two years.",,89,32.0,Burgundy,Chorey-lès-Beaune,,Roger Voss,@vossroger,Joseph Drouhin 2015  Chorey-lès-Beaune,Pinot Noir,Joseph Drouhin,2015
111609,France,"A firm, darkly structured wine. It has a hard edge of smoky wood tannins that dominate the black fruits, so it needs 2–3 years to balance out. It's always likely to be a firm, dense wine.",Les Saint-Georges Premier Cru,89,98.0,Burgundy,Nuits-St.-Georges,,Roger Voss,@vossroger,Moillard 2015 Les Saint-Georges Premier Cru  (Nuits-St.-Georges),Pinot Noir,Moillard,2015
111663,France,"From vines planted in 1955, this is a ripe, fruit-packed and mineral-driven wine. It has succulent green fruits, laced with lemon zest and firmly textured. It needs to age for several years to reveal its full potential. Drink from 2022.",Fourchaume Premier Cru Vieilles Vignes,92,44.0,Burgundy,Chablis,,Roger Voss,@vossroger,Domaine Vrignaud 2018 Fourchaume Premier Cru Vieilles Vignes  (Chablis),Chardonnay,Domaine Vrignaud,2018
111850,France,"Fine and fresh, this has clean fruit, a touch of caramel along with crisp white peach and creamy apple. The wine is light, soft, accessible now.",,86,27.0,Burgundy,Saint-Véran,,Roger Voss,@vossroger,Henri de Villamont 2013  Saint-Véran,Chardonnay,Henri de Villamont,2013
111951,France,"Rich, juicy and packed with both wood flavors and delicious red fruits, this concentrated and dense wine has a wonderful sense of freshness. There is a strong mineral texture, with tannins that come from ripe fruit as well as wood. The whole wine is finished with acidity, spice and a full-bodied, rich aftertaste.",Les Cazetiers Premier Cru,93,81.0,Burgundy,Gevrey-Chambertin,,Roger Voss,@vossroger,Louis Jadot 2019 Les Cazetiers Premier Cru  (Gevrey-Chambertin),Pinot Noir,Louis Jadot,2019
111952,France,"With big, ripe fruits, this powerful wine oozes rich plum and spice flavors. It is dark and intense, concentrated with both acidity and wood aging. A line of freshness gives this dense wine an impressive lift of raspberry and red currant flavors. Drink from 2021.",Petite Chapelle Premier Cru,93,75.0,Burgundy,Gevrey-Chambertin,,Roger Voss,@vossroger,Louis Jadot 2019 Petite Chapelle Premier Cru  (Gevrey-Chambertin),Pinot Noir,Louis Jadot,2019
111953,France,"From a vineyard that lies just beneath the Grand Cru vineyards of Gevrey-Chambertin, this is a well-structured wine. It has a smoky character from the wood aging, giving complexity to the red fruits and dense texture. The acidity of the vintage shows strongly, giving a fruity aftertaste. Drink from 2024.",Clos Prieur Premier Cru,93,92.0,Burgundy,Gevrey-Chambertin,,Roger Voss,@vossroger,Louis Max 2019 Clos Prieur Premier Cru  (Gevrey-Chambertin),Pinot Noir,Louis Max,2019
111957,France,"Still way too young, this is developing into a substantial and structured wine. Full of both fruit and tannins, it is dark and dense, very dry at this stage but with the most enticing perfumes. The Grand Cru, split between Chambolle-Musigny and Morey Saint-Denis, is known for its structure and this wine is a great example. Drink from 2024.",,93,225.0,Burgundy,Bonnes-Mares,,Roger Voss,@vossroger,Jean-Luc and Paul Aegerter 2019  Bonnes-Mares,Pinot Noir,Jean-Luc and Paul Aegerter,2019
112087,France,"The neglected other white grape of Burgundy, Aligoté proves its quality and accessibility in this wine that's fresh, fruity and crisp. Full of green fruits, it's touched by apricots and finished with sunshine. Drink now.",,86,20.0,Burgundy,Bourgogne Aligoté,,Roger Voss,@vossroger,Alex Gambal 2019  Bourgogne Aligoté,Aligoté,Alex Gambal,2019
112090,France,"Caramel aromas give this wine a rich, full and almost sweet character. It has weight, a warm feel cut with pear and quince acidity. It needs to be drunk now.",Clos des Rocs Monopole,86,26.0,Burgundy,Pouilly-Loché,,Roger Voss,@vossroger,Clos des Rocs 2019 Clos des Rocs Monopole  (Pouilly-Loché),Chardonnay,Clos des Rocs,2019
112091,France,"The aromas suggest this wine has too much wood for its own good. The palate is just rich enough to sustain all that toast, while also allowing room for some crisp white and green fruits. Drink this wine from 2020.",Sur la Carrière,86,29.0,Burgundy,Saint-Véran,,Roger Voss,@vossroger,Domaine de la Croix Senaillet 2019 Sur la Carrière  (Saint-Véran),Chardonnay,Domaine de la Croix Senaillet,2019
112092,France,"Soft and fruity, this lightly spicy wine has refreshing acidity over orange and lemon fruitiness. It is lightly structured with some minerality, leaving a delicious, fragrant character. Drink now.",,86,22.0,Burgundy,Mâcon-Fuissé,,Roger Voss,@vossroger,Domaine Vincent Girardin 2019  Mâcon-Fuissé,Chardonnay,Domaine Vincent Girardin,2019
112113,France,"This is a spicy, fresh wine with cinnamon alongside fragrant acidity. It's crisply fruity, full of balanced acidity and deliciously aromatic. With its ripe apricot flavors, this wine is ready to drink.",Vieilles Vignes,86,26.0,Burgundy,Viré-Clessé,,Roger Voss,@vossroger,Christophe Cordier 2019 Vieilles Vignes  (Viré-Clessé),Chardonnay,Christophe Cordier,2019
112866,France,"Balanced and brightly fruity, this is laden with acidity and a ripe apple flavor. With its touch of vanilla, this is full and crisply delicious. Ready to drink now.",Champs Royaux,86,25.0,Burgundy,Chablis,,Roger Voss,@vossroger,William Fèvre 2016 Champs Royaux  (Chablis),Chardonnay,William Fèvre,2016
112875,France,"Crisp and cool, this shows a vanilla flavor that softens the attractive tight, acidic fruit. It's light in texture, with a prominent tang of citrus.",Clos Philippe-le-Hardi,86,25.0,Burgundy,Bourgogne Hautes Côtes de Beaune,,Roger Voss,@vossroger,Château Philippe-le-Hardi 2016 Clos Philippe-le-Hardi  (Bourgogne Hautes Côtes de Beaune),Chardonnay,Château Philippe-le-Hardi,2016
112884,France,This is delicate and crisply fruity. Its acidity and citrus presence offer a fragrant character that contrasts nicely with the more creamy texture.,Pas si Petit,86,21.0,Burgundy,Petit Chablis,,Roger Voss,@vossroger,La Chablisienne 2017 Pas si Petit  (Petit Chablis),Chardonnay,La Chablisienne,2017
112886,France,"This is fruity, with some structure and pure acidity. It's fragrant and delicious now, bearing raspberry fruit and a light texture.",,86,26.0,Burgundy,Marsannay,,Roger Voss,@vossroger,Louis Latour 2016  Marsannay,Pinot Noir,Louis Latour,2016
112891,France,"Still tannic, this is a minerally wine that's driven by red currant fruit. Its acidity is also an important element. It has the potential to round out and fill out over the next 2–3 years.",Le Charmois Premier Cru,86,31.0,Burgundy,Saint-Aubin,,Roger Voss,@vossroger,Michel Picard 2015 Le Charmois Premier Cru  (Saint-Aubin),Pinot Noir,Michel Picard,2015
113047,France,"A big firmly structured wine with solid tannins and black-plum-skin texture, the wine is rich and dense. Its fruits are balanced by the concentrated tannins and by the sense of restrained power. Drink from 2023.",Les Damodes Premier Cru,92,53.0,Burgundy,Nuits-St.-Georges,,Roger Voss,@vossroger,Louis Latour 2021 Les Damodes Premier Cru  (Nuits-St.-Georges),Pinot Noir,Louis Latour,2021
113063,France,"Firm and structured, this is a solid wine that will take time to mature. The vineyard, backed by woods, is considered one of the top premier crus in Mercurey. Certainly, this wine with its solid tannins and wood flavors that are backed by acidity and red-berry fruits, is one with a serious future. Drink from 2021.",Les Crêts Premier Cru,92,34.0,Burgundy,Mercurey,,Roger Voss,@vossroger,Château de Santenay 2021 Les Crêts Premier Cru  (Mercurey),Pinot Noir,Château de Santenay,2021
113065,France,"A delicious, refreshingly crisp wine, this has an excellent balance between acidity and bright apple fruits. In the background, the wood aging and vanilla flavors give an extra dimension. Drink now.",Tournant de Pouilly,92,40.0,Burgundy,Pouilly-Fuissé,,Roger Voss,@vossroger,Domaine Ferret 2021 Tournant de Pouilly  (Pouilly-Fuissé),Chardonnay,Domaine Ferret,2021
113066,France,"Crisp, juicy and fruity, this is a wine that has red-currant flavors under the tannic structure. It is a delicious wine that is light, fruity and likely to age quickly. Drink from 2023.",Les Sizies Premier Cru,92,67.0,Burgundy,Beaune,,Roger Voss,@vossroger,Domaine Pascal Prunier-Bonheur 2021 Les Sizies Premier Cru  (Beaune),Pinot Noir,Domaine Pascal Prunier-Bonheur,2021
113072,France,"The white wines of Pernand-Vergelesses have managed to preserve a cool, crisp character even in warm 2019. This wine has the citrus well to the fore along with flavors of wood aging and spice. It is tangy and mineral, with a bright textured aftertaste. Drink from 2024.",Sous Frétilles Premier Cru,92,49.0,Burgundy,Pernand-Vergelesses,,Roger Voss,@vossroger,Arnaud Baillot 2021 Sous Frétilles Premier Cru  (Pernand-Vergelesses),Chardonnay,Arnaud Baillot,2021
113128,France,"This wine is ripe, juicy and packed with fresh red fruits. It has the softest tannins, the whole point being that this wine can be drunk young. The aftertaste brings out acidity. Drink from 2021.",Sécret de la Famille,87,21.0,Burgundy,Bourgogne,,Roger Voss,@vossroger,Albert Bichot 2020 Sécret de la Famille  (Bourgogne),Pinot Noir,Albert Bichot,2020
113151,France,"This is a soft, warm wine with ripe red fruit and attractive cherry flavors, its tannins subtly in the background. Open and generous, it's ready to drink.",,87,24.0,Burgundy,Chorey-lès-Beaune,,Roger Voss,@vossroger,Labouré-Roi 2021  Chorey-lès-Beaune,Pinot Noir,Labouré-Roi,2021
113168,France,"Restrained and elegant, this is a wine on the austere side, its acidity dominant along with a firm, dry aftertaste. Produced by the other Machard de Gramont estate.",Les Beau Monts,88,32.0,Burgundy,Chorey-lès-Beaune,,Roger Voss,@vossroger,Domaine A. Machard de Gramont 2014 Les Beau Monts  (Chorey-lès-Beaune),Pinot Noir,Domaine A. Machard de Gramont,2014
113182,France,"A bright, fresh wine, its red currant and fresh plum acidity an important element. It has dry tannins at the core, giving a firm structure and hints of wood, with sweeter fruit coming through to finish.",,88,43.0,Burgundy,Mercurey,,Roger Voss,@vossroger,Château de Chamirey 2014  Mercurey,Pinot Noir,Château de Chamirey,2014
113191,France,"While there are tannins, they are not as powerful as the appellation and year would suggest. Instead, there is bright acidity, strawberry flavors and a fresh feel.",Les Cazetiers Premier Cru,88,104.0,Burgundy,Gevrey-Chambertin,,Roger Voss,@vossroger,Louis Latour 2014 Les Cazetiers Premier Cru  (Gevrey-Chambertin),Pinot Noir,Louis Latour,2014
113214,France,"With crisp fruit well to the fore, this is a bright, lively wine. Its fruitiness is balanced by firm tannins that lie in the background, lending structure. It should be aged a little longer, so drink from 2022.",Les Naugues Premier Cru,89,38.0,Burgundy,Mercurey,,Roger Voss,@vossroger,Domaine Jeannin-Naltet 2020 Les Naugues Premier Cru  (Mercurey),Pinot Noir,Domaine Jeannin-Naltet,2020
113553,France,"Dark in color, this is a rich, opulent, almost showy wine. The fruit is ripe, a combination of the sweetest strawberries with black cherries, laced with rich acidity. Then the tannins power in, a dry core of structure and density. Impressive and long-lasting, don't touch this wine for another six years at least.",,96,238.0,Burgundy,Charmes-Chambertin,,Roger Voss,@vossroger,Chanson Père et Fils 2011  Charmes-Chambertin,Pinot Noir,Chanson Père et Fils,2011
113554,France,"A wonderfully complete wine, with all the elements in place. It is ripe and powerful, the black fruits jammy and rich. But at the same time, the layer of acidity, the dark tannins and the succulent texture all come together in a finely balanced way. It is almost exotic, but the tannins promise good potential for aging.",,96,1902.0,Burgundy,La Romanée,,Roger Voss,@vossroger,Domaine du Comte Liger-Belair 2011  La Romanée,Pinot Noir,Domaine du Comte Liger-Belair,2011
113556,France,"Big and bold, this is real Chambertin, a dense mouthful of plum fruit and tannin. It is foursquare, solid but not overbearing, leaving room for a delicious mix of black fruits and power leavened with some acidity. Age this wine for 10 years.",,96,530.0,Burgundy,Chambertin Clos de Bèze,,Roger Voss,@vossroger,Bouchard Père & Fils 2012  Chambertin Clos de Bèze,Pinot Noir,Bouchard Père & Fils,2012
113558,France,"Here is an ageworthy wine, a proper grand cru. The spice from the wood is the dominant factor to begin with, and this needs more time to integrate. But already, the fruit is impressively ripe and jammy, a fruit salad of black and red berry fruits. The tannins are dark, brooding away in the background. Keep this wine at least five years, probably 10.",Echézeaux du Dessus,95,288.0,Burgundy,Echézeaux,,Roger Voss,@vossroger,Domaine Jayer-Gilles 2012 Echézeaux du Dessus  (Echézeaux),Pinot Noir,Domaine Jayer-Gilles,2012
113559,France,"Smoky, rich, this wine packs a powerful punch of vibrant black cherry fruits, and generous sweet tannins. It is big, muscular, the structure wide and open. It shows richness and opulence, brought into line by a firm, youthful structure that needs five years or more to age.",,95,376.0,Burgundy,Echézeaux,,Roger Voss,@vossroger,Bouchard Père & Fils 2012  Echézeaux,Pinot Noir,Bouchard Père & Fils,2012
113563,France,"Not all Clos Vougeot lives up to its billing, but this wine certainly does. With its superbly ripe fruit, a harmonious balance between fruit, tannins and acidity, and a full, generous texture, this is a wine to savor. It is a big wine in all senses, except that it has a great sense of proportion. Enjoy this wine in 2–3 years, or age for 10.",,95,200.0,Burgundy,Clos de Vougeot,,Roger Voss,@vossroger,Bouchard Père & Fils 2012  Clos de Vougeot,Pinot Noir,Bouchard Père & Fils,2012
113571,France,"While it starts austerely, this wine is obviously going to be a powerhouse of red plum and other ripe red fruits. The aromas are smoky, and this also shows in the palate as the wine fills with juicy richness, finishing with tight acidity. Give it 5–10 years.",,94,1008.0,Burgundy,La Romanée,,Roger Voss,@vossroger,Domaine du Comte Liger-Belair 2012  La Romanée,Pinot Noir,Domaine du Comte Liger-Belair,2012
113572,France,"A complete wine that speaks of both richness and terroir. While the tannins are certainly there, they are dominated by rich black fruits, ripeness, power and concentration. It is the sort of wine that reveals many layers of flavor and complexity. Age for five years.",Clos des Fèves Premier Cru,94,103.0,Burgundy,Beaune,,Roger Voss,@vossroger,Chanson Père et Fils 2011 Clos des Fèves Premier Cru  (Beaune),Pinot Noir,Chanson Père et Fils,2011
113656,France,"Tense and dark, this has firm, dry tannins that overlay black plum skin and black fig flavors. The wine shows richness but also a foursquare solid structure and weight that is balanced by a final sweet, satisfying juicy acidity.",,88,79.0,Burgundy,Nuits-St.-Georges,,Roger Voss,@vossroger,Chanson Père et Fils 2011  Nuits-St.-Georges,Pinot Noir,Chanson Père et Fils,2011
113659,France,"Big and burly, here is power from Pinot Noir. The tannins are firm, spiced with dark black fruits, rolling luxuriously around the mouth. A spike of acidity gives the wine some freshness, but it remains a big, plump wine.",Vieilles Vignes,88,66.0,Burgundy,Gevrey-Chambertin,,Roger Voss,@vossroger,Maison Champy 2012 Vieilles Vignes  (Gevrey-Chambertin),Pinot Noir,Maison Champy,2012
113686,France,"This wine is rounded, rich and full of ripe fruit. Its wood flavors, giving spice and vanilla, are a backdrop to the generous apricot and pear flavors and good acidity. Drink this wine from 2022.",Sous Blagny Premier Cru,91,36.0,Burgundy,Meursault,,Roger Voss,@vossroger,Domaine Faiveley 2021 Sous Blagny Premier Cru  (Meursault),Chardonnay,Domaine Faiveley,2021
113687,France,"This premier-cru vineyard, wholly owned by the Devillard family, has produced a broad, ripe wine. It is generous, somewhat muted at this stage although promising plenty of citrus and yellow fruits and acidity as it ages. The wood aging creates a smooth hint at the back. Drink from 2021.",Château de Chamirey La Mission Premier Cru,91,34.0,Burgundy,Mercurey,,Roger Voss,@vossroger,Domaines Devillard 2021 Château de Chamirey La Mission Premier Cru  (Mercurey),Chardonnay,Domaines Devillard,2021
113695,France,The wine is structured with solid tannins and a foursquare character. Ripe fruits with plenty of balancing acidity give this wine its density and its crisp edge. This is a fruity wine that will develop slowly and well. Drink from 2024.,,91,43.0,Burgundy,Nuits-St.-Georges,,Roger Voss,@vossroger,Louis Latour 2021  Nuits-St.-Georges,Pinot Noir,Louis Latour,2021
113709,France,"This balanced wine, full of ripe fruits, also has good acidity and a crisp citrus edge. It conveys a warm character, the apricot freshened by lemon flavors and given a tangy aftertaste. Drink now.",Les Raidillons,91,28.0,Burgundy,Pouilly-Fuissé,,Roger Voss,@vossroger,Yves Giroux 2021 Les Raidillons  (Pouilly-Fuissé),Chardonnay,Yves Giroux,2021
113879,France,"A fresh and juicy wine, full of red fruits as well as striking acidity. The tannins are soft, but do offer a core of firm dryness. For aging over the next two years.",,85,22.0,Burgundy,Côte de Beaune-Villages,,Roger Voss,@vossroger,Roux Père et Fils 2015  Côte de Beaune-Villages,Pinot Noir,Roux Père et Fils,2015
113938,France,"From a small vineyard in the north of the Côte de Nuits, this is a rare white wine in a red-wine region. Lightly toasty, it has spice, pear flavors and perfumed acidity. It's bright and crisp, ending with lively acidity.",,90,31.0,Burgundy,Fixin,,Roger Voss,@vossroger,Alex Gambal 2020  Fixin,Chardonnay,Alex Gambal,2020
113939,France,"This is a crisp, refreshing wine. With a mousse that is lively but with a creamy edge, it offers attractive apple fruitiness. A hint of toast suggests some good bottle age. The wine finishes with a mineral, tangy aftertaste.",La Burgondie Brut Réserve,90,32.0,Burgundy,Crémant de Bourgogne,,Roger Voss,@vossroger,Bailly-Lapierre NV La Burgondie Brut Réserve  (Crémant de Bourgogne),Sparkling Blend,Bailly-Lapierre,
113948,France,"This ripe, full wine has an attractive spice and toast character. Warm yellow fruits and a rich feel indicate the generous, rounded potential. The wine has a crisp side as well as a mineral touch. Drink now, but better from 2021.",Vielles Vignes,90,30.0,Burgundy,Pouilly-Fuissé,,Roger Voss,@vossroger,Christophe Cordier 2020 Vielles Vignes  (Pouilly-Fuissé),Chardonnay,Christophe Cordier,2020
113994,France,"Old vines give this single-parcel wine its power and concentration. Long wood aging hasn't diminished the richness of the fruit, the juicy acidity and the succulent berry flavors. It's a wine that's full and structured, likely to age well. Drink from 2022.",Les Damaudes,92,60.0,Burgundy,Vosne-Romanée,,Roger Voss,@vossroger,Manuel Olivier 2018 Les Damaudes  (Vosne-Romanée),Pinot Noir,Manuel Olivier,2018
